YEAR,ID,MONTH,DATETIME,BUILDING USE,BUILDING,SAME_AS_WIKIDATA_BUILDING,STREET TYPE,ADDRESS,STREET NAME,STREET NUMBER,POSTAL CODE,CITY,DISTRICT,DISTRICT CODE,NEIGHBORHOOD,NEIGHBORHOOD CODE,LONGITUDE,LATITUDE,COORDINATE LOCATION,SENSOR,SENSOR TYPE,ENERGY CLASS,ENERGY UNITS,CONSUMPTION
2020,2020-3-Biblioteca Ana María Matute-AMBIBAMMATUTE_General-kWh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Ana María Matute Municipal Public Library,https://wikidata.org/entity/Q70135254,CALLE,"CALLE ISAAC ALBENIZ 1,28019 MADRID",ISAAC ALBENIZ,1,28019,MADRID,CARABANCHEL,11,SAN ISIDRO,113,-3.7202936410904,40.3977521494866,"40.3977521494866,-3.7202936410904",AMBIBAMMATUTE_General,Externo,Energía activa,kWh,13099
2020,2020-3-Biblioteca Ana María Matute-AMBIBAMMATUTE_General-kvarh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Ana María Matute Municipal Public Library,https://wikidata.org/entity/Q70135254,CALLE,"CALLE ISAAC ALBENIZ 1,28019 MADRID",ISAAC ALBENIZ,1,28019,MADRID,CARABANCHEL,11,SAN ISIDRO,113,-3.7202936410904,40.3977521494866,"40.3977521494866,-3.7202936410904",AMBIBAMMATUTE_General,Externo,Energía Reactiva,kvarh,104
2020,2020-3-Biblioteca Ángel González-AMBIBAGONZALEZ_Electricidad_General-kWh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Ángel González,https://wikidata.org/entity/Q85697883,CALLE,"CALLE GRANJA DE TORREHERMOSA 1,28024 MADRID",GRANJA DE TORREHERMOSA,1,28024,MADRID,LATINA,10,ALUCHE,104,-3.7663713097572,40.3969681670062,"40.3969681670062,-3.7663713097572",AMBIBAGONZALEZ_Electricidad_General,Externo,Energía activa,kWh,9688
2020,2020-3-Biblioteca Ángel González-AMBIBAGONZALEZ_Electricidad_General-kvarh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Ángel González,https://wikidata.org/entity/Q85697883,CALLE,"CALLE GRANJA DE TORREHERMOSA 1,28024 MADRID",GRANJA DE TORREHERMOSA,1,28024,MADRID,LATINA,10,ALUCHE,104,-3.7663713097572,40.3969681670062,"40.3969681670062,-3.7663713097572",AMBIBAGONZALEZ_Electricidad_General,Externo,Energía Reactiva,kvarh,4262
2020,2020-3-Biblioteca Ángel González-AMBIBAGONZALEZ_Gas_General-m3,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Ángel González,https://wikidata.org/entity/Q85697883,CALLE,"CALLE GRANJA DE TORREHERMOSA 1,28024 MADRID",GRANJA DE TORREHERMOSA,1,28024,MADRID,LATINA,10,ALUCHE,104,-3.7663713097572,40.3969681670062,"40.3969681670062,-3.7663713097572",AMBIBAGONZALEZ_Gas_General,Externo,Gas,m3,0
2020,2020-3-Biblioteca Eugenio Trías-AMBIBETRIAS_Electricidad_General-kWh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Eugenio Trías. Casa de Fieras de El Retiro,https://wikidata.org/entity/Q85697904,PASEO,"PASEO FERNAN NUÑEZ 24,28009 MADRID",FERNAN NUÑEZ,24,28009,MADRID,RETIRO,3,LOS JERONIMOS,35,-3.6796432754374946,40.41678861549688,"40.41678861549688,-3.6796432754374946",AMBIBETRIAS_Electricidad_General,Externo,Energía activa,kWh,14630
2020,2020-3-Biblioteca Eugenio Trías-AMBIBETRIAS_Electricidad_General-kvarh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Eugenio Trías. Casa de Fieras de El Retiro,https://wikidata.org/entity/Q85697904,PASEO,"PASEO FERNAN NUÑEZ 24,28009 MADRID",FERNAN NUÑEZ,24,28009,MADRID,RETIRO,3,LOS JERONIMOS,35,-3.6796432754374946,40.41678861549688,"40.41678861549688,-3.6796432754374946",AMBIBETRIAS_Electricidad_General,Externo,Energía Reactiva,kvarh,4173
2020,2020-3-Biblioteca Eugenio Trías-AMBIBETRIAS_Gas_General-m3,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Eugenio Trías. Casa de Fieras de El Retiro,https://wikidata.org/entity/Q85697904,PASEO,"PASEO FERNAN NUÑEZ 24,28009 MADRID",FERNAN NUÑEZ,24,28009,MADRID,RETIRO,3,LOS JERONIMOS,35,-3.6796432754374946,40.41678861549688,"40.41678861549688,-3.6796432754374946",AMBIBETRIAS_Gas_General,Externo,Gas,m3,1266.7
2020,2020-3-Biblioteca Gerardo Diego-AMBIBGDIEGO_Electricidad_General-kWh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Gerardo Diego,https://wikidata.org/entity/Q85697914,CALLE,"CALLE MONTE AYA 12,28031 MADRID",MONTE AYA,12,28031,MADRID,VILLA DE VALLECAS,18,CASCO HISTORICO DE VALLECAS,181,-3.6226612333620114,40.378016410030774,"40.378016410030774,-3.6226612333620114",AMBIBGDIEGO_Electricidad_General,Externo,Energía activa,kWh,4308
2020,2020-3-Biblioteca Gerardo Diego-AMBIBGDIEGO_Electricidad_General-kvarh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Gerardo Diego,https://wikidata.org/entity/Q85697914,CALLE,"CALLE MONTE AYA 12,28031 MADRID",MONTE AYA,12,28031,MADRID,VILLA DE VALLECAS,18,CASCO HISTORICO DE VALLECAS,181,-3.6226612333620114,40.378016410030774,"40.378016410030774,-3.6226612333620114",AMBIBGDIEGO_Electricidad_General,Externo,Energía Reactiva,kvarh,1449
2020,2020-3-Biblioteca Gerardo Diego-AMBIBGDIEGO_Gas_General-m3,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Gerardo Diego,https://wikidata.org/entity/Q85697914,CALLE,"CALLE MONTE AYA 12,28031 MADRID",MONTE AYA,12,28031,MADRID,VILLA DE VALLECAS,18,CASCO HISTORICO DE VALLECAS,181,-3.6226612333620114,40.378016410030774,"40.378016410030774,-3.6226612333620114",AMBIBGDIEGO_Gas_General,Externo,Gas,m3,1376.2
2020,2020-3-Biblioteca José Hierro-AMBIBJHIERRO_Electricidad_General-kWh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - José Hierro,https://wikidata.org/entity/Q85697922,CALLE,"CALLE MARIA SEVILLA DIAGO 15,28022 MADRID",MARIA SEVILLA DIAGO,15,28022,MADRID,SAN BLAS - CANILLEJAS,20,ROSAS,205,-3.610550602425999,40.433453540244685,"40.433453540244685,-3.610550602425999",AMBIBJHIERRO_Electricidad_General,Externo,Energía activa,kWh,2751
2020,2020-3-Biblioteca José Hierro-AMBIBJHIERRO_Electricidad_General-kvarh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - José Hierro,https://wikidata.org/entity/Q85697922,CALLE,"CALLE MARIA SEVILLA DIAGO 15,28022 MADRID",MARIA SEVILLA DIAGO,15,28022,MADRID,SAN BLAS - CANILLEJAS,20,ROSAS,205,-3.610550602425999,40.433453540244685,"40.433453540244685,-3.610550602425999",AMBIBJHIERRO_Electricidad_General,Externo,Energía Reactiva,kvarh,80
2020,2020-3-Biblioteca José Hierro-AMBIBJHIERRO_Gas_General-m3,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - José Hierro,https://wikidata.org/entity/Q85697922,CALLE,"CALLE MARIA SEVILLA DIAGO 15,28022 MADRID",MARIA SEVILLA DIAGO,15,28022,MADRID,SAN BLAS - CANILLEJAS,20,ROSAS,205,-3.610550602425999,40.433453540244685,"40.433453540244685,-3.610550602425999",AMBIBJHIERRO_Gas_General,Externo,Gas,m3,5.7
2020,2020-3-Biblioteca La Elipa - Islas Filipinas-AMBIBIFILIPINAS_Electricidad_General - AMBIBIFILIPINAS_Electricidad_CentroMayores - AMBIBIFILIPINAS_Electricidad_SocioCultural-kWh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - La Elipa,https://wikidata.org/entity/Q85697932,CALLE,"CALLE NUESTRA SEÑORA DEL VILLAR 6,28017 MADRID",NUESTRA SEÑORA DEL VILLAR,6,28017,MADRID,CIUDAD LINEAL,15,VENTAS,151,-3.6512062299873125,40.4234957928842,"40.4234957928842,-3.6512062299873125",AMBIBIFILIPINAS_Electricidad_General - AMBIBIFILIPINAS_Electricidad_CentroMayores - AMBIBIFILIPINAS_Electricidad_SocioCultural,Procesado,Energía activa,kWh,995
2020,"2020-3-Biblioteca La Elipa - Islas Filipinas-AMBIBIFILIPINAS_Gas_General*0,429-m3",3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - La Elipa,https://wikidata.org/entity/Q85697932,CALLE,"CALLE NUESTRA SEÑORA DEL VILLAR 6,28017 MADRID",NUESTRA SEÑORA DEL VILLAR,6,28017,MADRID,CIUDAD LINEAL,15,VENTAS,151,-3.6512062299873125,40.4234957928842,"40.4234957928842,-3.6512062299873125","AMBIBIFILIPINAS_Gas_General*0,429",Procesado,Gas,m3,1376.21055
2020,2020-3-Biblioteca La Elipa - Islas Filipinas-AMBIBIFILIPINAS_Gas_General-m3,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Biblioteca Pública Municipal - La Elipa,https://wikidata.org/entity/Q85697932,CALLE,"CALLE NUESTRA SEÑORA DEL VILLAR 6,28017 MADRID",NUESTRA SEÑORA DEL VILLAR,6,28017,MADRID,CIUDAD LINEAL,15,VENTAS,151,-3.6512062299873125,40.4234957928842,"40.4234957928842,-3.6512062299873125",AMBIBIFILIPINAS_Gas_General,Externo,Gas,m3,3208.74
2020,2020-3-Biblioteca Mario Vargas Llosa-AMBIBMVLLOSA_Electricidad_General-kWh,3,2020-03-01T00:00:00Z,Centros culturales y bibliotecas,Municipal Public Library Mario Vargas Llosa,https://wikidata.org/entity/Q63191732,CALLE,"CALLE BARCELO 4,28004 MADRID",BARCELO,4,28004,MADRID,CENTRO,1,JUSTICIA,14,-3.6990826662067344,40.42683538680111,"40.42683538680111,-3.6990826662067344",AMBIBMVLLOSA_Electricidad_General,Externo,Energía activa,kWh,3536
