 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA
12540989;"100 metros";"";"1";"0";"";"";"2024-11-04 00:00:00.0";"2024-11-04 23:59:00.0";"17:00";"X Ciclo de cine y bioética.   Lugar de celebración: Centro Cultural Casa de Vacas de 17 a 20 horas.  Temática: esperanza y superación.  Presentación: Benjamín Herreros, médico internista.  Introducción: Carlos Mascías, médico especialista en medicina familiar y comunitaria.  Proyección de película: 100 metros.  Coloquio: Dani Rovira, actor y Fernando Rodríguez La Fuente, crítico cinematográfico.  Clausura: Músicas de cine, Dúo de Guitarra Contraste.  Entrega de entradas desde una hora antes en el Centro Cultural, máximo dos entradas por persona hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6012b8d6e6742910VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906571939961";"-3.684053112760816";"/contenido/actividades/CineActividadesAudiovisuales";""
12548630;"17.ª edición Mi primer festival de cine | Talleres";"";"0";"0";"";"";"2024-11-23 00:00:00.0";"2024-11-23 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e351d65d7c662910VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439723";"4475438";"40.42739911262292";"-3.710589286287491";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";""
12513819;"17ª edición Mi primer festival de cine";"Varios, consultar programa de actividades";"0";"1";"D";"";"2024-11-10 00:00:00.0";"2024-11-24 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72fe02a2fa0e1910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439723";"4475438";"40.42739911262292";"-3.710589286287491";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";""
12548497;"17ª edición Mi primer festival de cine | Talleres";"3,5 euros";"0";"0";"";"";"2024-11-16 00:00:00.0";"2024-11-23 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d10f2d5c9662910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439723";"4475438";"40.42739911262292";"-3.710589286287491";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";""
12470350;"30 AÑOS DEL PERIÓDICO TETUÁN 30 DÍAS";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-09-26 00:00:00.0";"2024-10-25 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e64cfa75040b1910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71cf0a47f441f010VgnVCM2000000c205a0aRCRD";"Junta Municipal del Distrito de Tetuán";"1";"CALLE";"BRAVO MURILLO";"357";"TETUAN";"ALMENARA";"28020";"441190";"4479614";"40.46512470562675";"-3.693686385782941";"/contenido/actividades/Exposiciones";""
12513834;"38º Certamen Coreográfico de Madrid";"14 euros";"0";"1";"L,M,X,J,V,S,D";"";"2024-12-04 00:00:00.0";"2024-12-08 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56af02a2fa0e1910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439723";"4475438";"40.42739911262292";"-3.710589286287491";"/contenido/actividades/DanzaBaile";""
12550780;"43 Carrera de la Ciencia";"";"0";"0";"";"";"2024-10-20 00:00:00.0";"2024-10-20 23:59:00.0";"09:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=373b60d38d072910VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/CarrerasMaratones";""
12547418;"5 horas con Mario";"";"1";"0";"";"";"2024-10-18 00:00:00.0";"2024-10-18 23:59:00.0";"19:00";"Teatro. Producciones Gala presenta 5 horas con Mario.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1abf64c009462910VgnVCM2000001f4a900aRCRD";"Actividades en el Centro Sociocultural Alberto Sánchez";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bae970dbb1fc610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Alberto Sánchez (Puente de Vallecas)";"1";"CALLE";"RISCO DE PELOCHE";"14";"PUENTE DE VALLECAS";"NUMANCIA";"28038";"444360";"4471652";"40.393619022093546";"-3.6556016835101834";"/contenido/actividades/TeatroPerformance";""
12519717;"A Christmas Carol";"Disponibles próximamente.  12 euros adultos. 8 euros niños/as (más gastos de gestión).  Sólo se devolverá el importe de la entrada en caso de que la organización cancele la actividad.";"0";"0";"";"";"2024-12-21 00:00:00.0";"2024-12-21 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d9c69718bef1910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9eee15d21d5ee310VgnVCM2000000c205a0aRCRD";"Casa del Lector";"3";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440828";"4471551";"40.39245798191536";"-3.6972067902718897";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"/usuario/Familias"
12518159;"A la fresca";"21 euros";"0";"1";"M,X,J,V,S,D";"";"2025-02-06 00:00:00.0";"2025-02-23 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd729f45bf9e1910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=835295423e700910VgnVCM2000001f4a900aRCRD";"Nave 10 Matadero. Creación Dramática Contemporánea";"1,6";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440828";"4471551";"40.39245798191536";"-3.6972067902718897";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";""
12534372;"A toda vela";"8 euros por alumno (Grupos mínimo 20 alumnos). El pago se realizará por transferencia por el total.  Más información y reserva de tu visita para el curso 2024-25 en el correo info@casalector.es .";"0";"1";"L,M,X,J,V";"";"2024-10-01 00:00:00.0";"2025-06-01 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59d5e7da8b822910VgnVCM1000001d4a900aRCRD";"A toda vela";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1e5e7da8b822910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"";""
12513831;"A Traveler's Needs";"3,5 euros";"0";"0";"";"";"2024-12-04 00:00:00.0";"2024-12-04 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=987f02a2fa0e1910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439723";"4475438";"40.42739911262292";"-3.710589286287491";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";""
12518180;"Abuelitos";"";"1";"1";"L,M,X,J,V";"";"2024-09-16 00:00:00.0";"2024-10-28 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e3574e5f3ae1910VgnVCM1000001d4a900aRCRD";"Abuelitos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9233dc01f0b20910VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Elipa (Ciudad Lineal)";"1,6";"CALLE";"NUESTRA SEÑORA DEL VILLAR";"6";"CIUDAD LINEAL";"LA ELIPA";"28017";"444705";"4474959";"40.42342659084215";"-3.651841641389484";"/contenido/actividades/Exposiciones";""
12534365;"Acción teatro";"Actividad gratuita con inscripción previa";"1";"1";"V";"";"2024-10-18 00:00:00.0";"2025-02-14 23:59:00.0";"11:30";"horario: de 11:30 a 13:30h (120 min.)   Curso de formación teatral para personas con o sin experiencia interpretativa que sirve para desarrollar habilidades de comunicación interpersonal, activar la creatividad, fomentar el arte dramático y convertirnos en actores y actrices presentes y verdaderos. Porque creemos que todas las personas tienen que tener un espacio seguro donde desarrollar su arte interpretativo, creando juntos entornos saludables que además mejoren indudablemente nuestra salud emocional y nuestras capacidades.    Imparte: Con Causa, Conexiones Creativas Eva Latonda y Maru García Ochoa  Más información e inscripción";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3595e7da8b822910VgnVCM1000001d4a900aRCRD";"El arte de vivir";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f95e7da8b822910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9eee15d21d5ee310VgnVCM2000000c205a0aRCRD";"Casa del Lector";"3";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440828";"4471551";"40.39245798191536";"-3.6972067902718897";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";""
12536930;"Acompañamiento digital a personas mayores";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-14 00:00:00.0";"2025-06-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b58d89ad2232910VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
12543811;"Actividad infantil: Descubre el Gato con botas. Yincana en el museo.";"";"1";"1";"M,X,J,V,S,D";"21/10/2024;28/10/2024;4/11/2024;11/11/2024;18/11/2024;25/11/2024;2/12/2024;9/12/2024;16/12/2024;23/12/2024;30/12/2024;";"2024-10-15 00:00:00.0";"2025-01-06 23:59:00.0";"10:00";"Dentro del programa 'Actividades paralelas' del Teatro Real, en el que el Museo de Historia de Madrid, colabora desde años anteriores. Presentamos, en esta ocasión, acompañando a la representación del Gato con botas, en el Real Teatro del Retiro, dentro del programa   El Real Junior, una yincana por el museo, para niños y niñas de 3 a 6 años, y de 7 a 9 años. En la que según van avanzando por el museo, van completando el cuento del Gato con botas de Charles Perrault. Los materiales para la yincana estarán disponibles en el mostrador de información. Aunque la ópera va a estar en cartel solo desde el 12 al 20 de octubre, se ha ampliado la disponibilidad de la yincana, para poder realizarla durante el puente de diciembre, o las navidades, época en la que acude mucho público infantil al museo.  ¡Os esperamos!";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=726ec13cc1d42910VgnVCM2000001f4a900aRCRD";"Actividad infantil: Descubre el Gato con botas. Yincana en el museo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e02dc8e0ec42910VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD";"Museo de Historia de Madrid";"1,6";"CALLE";"FUENCARRAL";"78";"CENTRO";"JUSTICIA";"28004";"440550";"4475251";"40.42577054821346";"-3.700845660719608";"/contenido/actividades/ExcursionesItinerariosVisitas";"/usuario/Niños"
12550776;"Actividades en el Centro Intergeneracional Río Esmeralda";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=03badbcb5e072910VgnVCM2000001f4a900aRCRD";"Actividades en el Centro Intergeneracional Río Esmeralda";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=209713a27b142910VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e73c49677eab0910VgnVCM1000001d4a900aRCRD";"Centro intergeneracional Río Esmeralda";"1";"CALLE";"LAGO MARACAIBO";"8";"PUENTE DE VALLECAS";"PORTAZGO";"28018";"444655";"4470494";"40.383202672832304";"-3.6520212485606334";"";""
12271801;"Actividades en el centro juvenil 'Carabanchel Alto'. Octubre 2024";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fdc0b8d46a5d810VgnVCM2000001f4a900aRCRD";"Actividades en el centro juvenil 'Carabanchel Alto'. Junio 2024";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ccc0b8d46a5d810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD";"Centro Juvenil Carabanchel Alto";"1";"CALLE";"ALFONSO FERNANDEZ";"23";"CARABANCHEL";"BUENAVISTA";"28044";"435861";"4468746";"40.366822704148795";"-3.755451103709316";"";"/usuario/Jovenes"
12271790;"Actividades en el centro juvenil 'Chamberí'. Octubre 2024.";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7afb0b8d46a5d810VgnVCM2000001f4a900aRCRD";"Actividades en el centro juvenil 'Chamberí'. Octubre 2024";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c604786b5fd1410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7054251933357310VgnVCM2000000c205a0aRCRD";"Centro Juvenil Chamberí";"1";"CALLE";"RAIMUNDO FERNANDEZ VILLAVERDE";"2";"CHAMBERI";"RIOS ROSAS";"28003";"440346";"4477568";"40.44661949643803";"-3.703467785151993";"/contenido/actividades/CursosTalleres/Arte";"/usuario/Jovenes"
12271937;"Actividades en el centro juvenil 'El Aleph' (Villa de Vallecas). Octubre 2024";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63310b8d46a5d810VgnVCM2000001f4a900aRCRD";"Actividades en el centro juvenil 'El Aleph' (Villa de Vallecas). Octubre 2024";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a010b8d46a5d810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84869475d381c010VgnVCM1000000b205a0aRCRD";"Centro Juvenil El Aleph (Villa de Vallecas)";"1";"CALLE";"ZAZUAR";"1";"VILLA DE VALLECAS";"SANTA EUGENIA";"28031";"448609";"4470397";"40.38257934400676";"-3.6054546139177392";"";"/usuario/Jovenes"
12271931;"Actividades en el centro juvenil 'El Sitio de mi recreo' (Villa de Vallecas). Octubre 2024";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7d00b8d46a5d810VgnVCM2000001f4a900aRCRD";"Actividades en el centro juvenil 'El Sitio de mi recreo' (Villa de Vallecas). Junio 2024";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=17800b8d46a5d810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD";"Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas)";"1";"CALLE";"REAL DE ARGANDA";"39";"VILLA DE VALLECAS";"SANTA EUGENIA";"28031";"447634";"4470066";"40.37953682427198";"-3.616901585603186";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Jovenes"
12271896;"Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Junio 2024";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a400b8d46a5d810VgnVCM2000001f4a900aRCRD";"Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Junio 2024";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef200b8d46a5d810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD";"Centro Juvenil Hontalbilla (Fuencarral - El Pardo)";"0";"CALLE";"HONTALBILLA";"10";"FUENCARRAL-EL PARDO";"VALVERDE";"28034";"441474";"4482632";"40.49231828430878";"-3.6906342081203283";"";"/usuario/Jovenes"
12546355;"Actividades en el centro juvenil 'Ouka Leele'. Octubre 2024.";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51f73efea2652910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9721133100fbf810VgnVCM1000001d4a900aRCRD";"Centro Juvenil Ouka Leele";"1";"CALLE";"BRONCE";"16";"ARGANZUELA";"LEGAZPI";"28045";"441570";"4471202";"40.389367699255175";"-3.6884383126394686";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"/usuario/Jovenes"
12272855;"Actividades en el centro juvenil 'Pipo Velasco'. Octubre 2024.";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e8a4b7e6ee5d810VgnVCM2000001f4a900aRCRD";"Actividades en el centro juvenil 'Pipo Velasco'. Octubre 2024.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=727a4b7e6ee5d810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d2795e39a36810VgnVCM2000001f4a900aRCRD";"Centro Juvenil Pipo Velasco (Usera)";"1";"CALLE";"AVENA";"5";"USERA";"ZOFIO";"28026";"439248";"4469889";"40.37738097077752";"-3.715659887802671";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"/usuario/Jovenes"
12271570;"Actividades en el centro juvenil 'Tetuán Punto Joven'. Octubre 2024";"";"1";"1";"L,M,X,J,V,S,D";"";"2024-10-01 00:00:00.0";"2024-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3859e88be95d810VgnVCM1000001d4a900aRCRD";"Actividades en el centro juvenil 'Tetuán Punto Joven'. Octubre 2024";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51b6a4ec61dec310VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f9e41aee5a2a110VgnVCM1000000b205a0aRCRD";"Centro Juvenil Tetuán Punto Joven";"0";"CALLE";"DULCINEA";"4";"TETUAN";"CUATRO CAMINOS";"28020";"440651";"4477630";"40.447199849232135";"-3.6998771920981004";"";"/usuario/Jovenes"
12461498;"Actuación Circense 'Tentación Divina'";"";"1";"0";"";"";"2024-11-09 00:00:00.0";"2024-11-09 23:59:00.0";"18:00";"Mercurio es un ángel. ¿O más bien deberíamos decir? un espíritu inquieto, ávido de aprendizaje y emociones; aburrido y atrapado en el cielo??? Preocupadamente despreocupada, peligrosamente curiosa, sospechosamente ingenua y con una gran capacidad interpretativa? equivocada, pero interpretativa al fin, Mercurio baja por primera vez a la tierra en Misión Divina. ¿Cómo será este encuentro entre Mercurio y los Humanos? ¿Qué tentaciones y peligros y descubrimientos allí le esperan? ¿Cómo será su descubrimiento terrenal? Mercurio es un ser sin vicios ni prejuicios suelto en este mundo, lleno de aventuras y tentaciones? ¡Y ganas de probarlo todo! Espectáculo de teatro gestual, clown y aéreos.  Para todos los públicos.   Localización: Explanada Avda Rafaela Ybarra (junto la Junta Municipal de Distrito Usera)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=52cd845038971910VgnVCM2000001f4a900aRCRD";"Actividades de Calle Abierta";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=692a991674f61910VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CircoMagia";"/usuario/Niños"
