ID-EVENTO,TITULO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,URL-INSTALACION,NOMBRE-INSTALACION,ACCESIBILIDAD-INSTALACION,DIRECCION-INSTALACION,DISTRITO-INSTALACION,BARRIO-INSTALACION,CODIGO-POSTAL-INSTALACION,LATITUD,LONGITUD,TIPO,AUDIENCIA
12540989,100 Metros,true,false,,,2024-11-04T00:00:00Z,2024-11-04T23:59:00Z,17:00,"X Ciclo de cine y bioética.   Lugar de celebración: Centro Cultural Casa de Vacas de 17 a 20 horas.  Temática: esperanza y superación.  Presentación: Benjamín Herreros, médico internista.  Introducción: Carlos Mascías, médico especialista en medicina familiar y comunitaria.  Proyección de película: 100 metros.  Coloquio: Dani Rovira, actor y Fernando Rodríguez La Fuente, crítico cinematográfico.  Clausura: Músicas de cine, Dúo de Guitarra Contraste.  Entrega de entradas desde una hora antes en el Centro Cultural, máximo dos entradas por persona hasta completar aforo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6012b8d6e6742910VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa de Vacas (Retiro),Accesible,Paseo Colombia 1,Retiro,Los Jeronimos,28009,40.41906571939961,-3.684053112760816,CineActividadesAudiovisuales,Sin información
12548630,17.ª Edición Mi Primer Festival De Cine | Talleres,false,false,,,2024-11-23T00:00:00Z,2024-11-23T23:59:00Z,Sin información,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e351d65d7c662910VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,Accesible,Calle Conde Duque 9,Centro,Universidad,28015,40.42739911262292,-3.710589286287491,ProgramacionDestacadaAgendaCultura,Sin información
12513819,17ª Edición Mi Primer Festival De Cine,false,true,D,,2024-11-10T00:00:00Z,2024-11-24T23:59:00Z,Sin información,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72fe02a2fa0e1910VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,Accesible,Calle Conde Duque 9,Centro,Universidad,28015,40.42739911262292,-3.710589286287491,ProgramacionDestacadaAgendaCultura,Sin información
12548497,17ª Edición Mi Primer Festival De Cine | Talleres,false,false,,,2024-11-16T00:00:00Z,2024-11-23T23:59:00Z,Sin información,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d10f2d5c9662910VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,Accesible,Calle Conde Duque 9,Centro,Universidad,28015,40.42739911262292,-3.710589286287491,ProgramacionDestacadaAgendaCultura,Sin información
12470350,30 Años Del Periódico Tetuán 30 Días,true,true,"L,M,X,J,V,S,D",,2024-09-26T00:00:00Z,2024-10-25T23:59:00Z,Sin información,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e64cfa75040b1910VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71cf0a47f441f010VgnVCM2000000c205a0aRCRD,Junta Municipal del Distrito de Tetuán,Accesible,Calle Bravo Murillo 357,Tetuan,Almenara,28020,40.46512470562675,-3.693686385782941,Exposiciones,Sin información
12513834,38º Certamen Coreográfico De Madrid,false,true,"L,M,X,J,V,S,D",,2024-12-04T00:00:00Z,2024-12-08T23:59:00Z,Sin información,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56af02a2fa0e1910VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,Accesible,Calle Conde Duque 9,Centro,Universidad,28015,40.42739911262292,-3.710589286287491,DanzaBaile,Sin información
12550780,43 Carrera De La Ciencia,false,false,,,2024-10-20T00:00:00Z,2024-10-20T23:59:00Z,09:00,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=373b60d38d072910VgnVCM1000001d4a900aRCRD,,,Sin información sobre accesibilidad para personas con movilidad reducida,,,,,,,ActividadesDeportivas - CarrerasMaratones,Sin información
12547418,5 Horas Con Mario,true,false,,,2024-10-18T00:00:00Z,2024-10-18T23:59:00Z,19:00,Teatro. Producciones Gala presenta 5 horas con Mario.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1abf64c009462910VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Alberto Sánchez (Puente de Vallecas),Accesible,Calle Risco De Peloche 14,Puente De Vallecas,Numancia,28038,40.393619022093546,-3.6556016835101834,TeatroPerformance,Sin información
12519717,A Christmas Carol,false,false,,,2024-12-21T00:00:00Z,2024-12-21T23:59:00Z,18:00,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d9c69718bef1910VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9eee15d21d5ee310VgnVCM2000000c205a0aRCRD,Casa del Lector,Sin información sobre accesibilidad para personas con movilidad reducida,Paseo Chopera 14,Arganzuela,Chopera,28045,40.39245798191536,-3.6972067902718897,RecitalesPresentacionesActosLiterarios,Familias
12518159,A La Fresca,false,true,"M,X,J,V,S,D",,2025-02-06T00:00:00Z,2025-02-23T23:59:00Z,Sin información,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd729f45bf9e1910VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=835295423e700910VgnVCM2000001f4a900aRCRD,Nave 10 Matadero. Creación Dramática Contemporánea,Accesible con bucle de inducción magnético,Paseo Chopera 14,Arganzuela,Chopera,28045,40.39245798191536,-3.6972067902718897,ProgramacionDestacadaAgendaCultura,Sin información
