MAGNITUD,UNIDAD,PUNTO_MUESTREO,ANO,MES,DIA,MEDIDA
SO2,μg/m3,28079004,23,1,1,1
SO2,μg/m3,28079004,23,1,2,1
SO2,μg/m3,28079004,23,1,3,1
SO2,μg/m3,28079004,23,1,4,2
SO2,μg/m3,28079004,23,1,5,3
SO2,μg/m3,28079004,23,1,6,2
SO2,μg/m3,28079004,23,1,7,2
SO2,μg/m3,28079004,23,1,8,1
SO2,μg/m3,28079004,23,1,9,1
SO2,μg/m3,28079004,23,1,10,2
SO2,μg/m3,28079004,23,1,11,1
SO2,μg/m3,28079004,23,1,12,2
SO2,μg/m3,28079004,23,1,13,2
SO2,μg/m3,28079004,23,1,14,2
SO2,μg/m3,28079004,23,1,15,1
SO2,μg/m3,28079004,23,1,16,1
SO2,μg/m3,28079004,23,1,17,1
SO2,μg/m3,28079004,23,1,18,1
SO2,μg/m3,28079004,23,1,19,1
SO2,μg/m3,28079004,23,1,20,1
SO2,μg/m3,28079004,23,1,21,1
SO2,μg/m3,28079004,23,1,22,1
SO2,μg/m3,28079004,23,1,23,3
SO2,μg/m3,28079004,23,1,24,1
SO2,μg/m3,28079004,23,1,25,1
SO2,μg/m3,28079004,23,1,26,2
SO2,μg/m3,28079004,23,1,27,2
SO2,μg/m3,28079004,23,1,28,2
SO2,μg/m3,28079004,23,1,29,1
SO2,μg/m3,28079004,23,1,30,2
SO2,μg/m3,28079004,23,1,31,4
SO2,μg/m3,28079004,23,2,1,3
SO2,μg/m3,28079004,23,2,2,4
SO2,μg/m3,28079004,23,2,3,5
SO2,μg/m3,28079004,23,2,4,3
SO2,μg/m3,28079004,23,2,5,2
SO2,μg/m3,28079004,23,2,6,2
SO2,μg/m3,28079004,23,2,7,2
SO2,μg/m3,28079004,23,2,8,1
SO2,μg/m3,28079004,23,2,9,2
SO2,μg/m3,28079004,23,2,10,2
SO2,μg/m3,28079004,23,2,11,1
SO2,μg/m3,28079004,23,2,12,1
SO2,μg/m3,28079004,23,2,13,2
SO2,μg/m3,28079004,23,2,14,1
SO2,μg/m3,28079004,23,2,15,1
SO2,μg/m3,28079004,23,2,16,2
SO2,μg/m3,28079004,23,2,17,2
SO2,μg/m3,28079004,23,2,18,2
SO2,μg/m3,28079004,23,2,19,1
SO2,μg/m3,28079004,23,2,20,1
SO2,μg/m3,28079004,23,2,21,1
SO2,μg/m3,28079004,23,2,24,2
SO2,μg/m3,28079004,23,2,25,2
SO2,μg/m3,28079004,23,2,26,2
SO2,μg/m3,28079004,23,2,27,2
SO2,μg/m3,28079004,23,2,28,2
SO2,μg/m3,28079004,23,3,1,3
SO2,μg/m3,28079004,23,3,2,2
SO2,μg/m3,28079004,23,3,3,2
SO2,μg/m3,28079004,23,3,4,2
SO2,μg/m3,28079004,23,3,5,2
SO2,μg/m3,28079004,23,3,6,1
SO2,μg/m3,28079004,23,3,7,1
SO2,μg/m3,28079004,23,3,8,1
SO2,μg/m3,28079004,23,3,9,1
SO2,μg/m3,28079004,23,3,10,1
SO2,μg/m3,28079004,23,3,11,1
SO2,μg/m3,28079004,23,3,12,1
SO2,μg/m3,28079004,23,3,13,2
SO2,μg/m3,28079004,23,3,14,1
SO2,μg/m3,28079004,23,3,15,2
SO2,μg/m3,28079004,23,3,16,2
SO2,μg/m3,28079004,23,3,17,1
SO2,μg/m3,28079004,23,3,18,1
SO2,μg/m3,28079004,23,3,19,1
SO2,μg/m3,28079004,23,3,20,1
SO2,μg/m3,28079004,23,3,21,2
SO2,μg/m3,28079004,23,3,22,1
SO2,μg/m3,28079004,23,3,23,1
SO2,μg/m3,28079004,23,3,24,1
SO2,μg/m3,28079004,23,3,25,1
SO2,μg/m3,28079004,23,3,26,1
SO2,μg/m3,28079004,23,3,27,1
SO2,μg/m3,28079004,23,3,28,1
SO2,μg/m3,28079004,23,3,29,1
SO2,μg/m3,28079004,23,3,30,1
SO2,μg/m3,28079004,23,3,31,1
SO2,μg/m3,28079004,23,4,1,1
SO2,μg/m3,28079004,23,4,2,1
SO2,μg/m3,28079004,23,4,3,1
SO2,μg/m3,28079004,23,4,4,1
SO2,μg/m3,28079004,23,4,5,1
SO2,μg/m3,28079004,23,4,6,1
SO2,μg/m3,28079004,23,4,7,1
SO2,μg/m3,28079004,23,4,8,1
SO2,μg/m3,28079004,23,4,9,1
SO2,μg/m3,28079004,23,4,10,2
SO2,μg/m3,28079004,23,4,11,1
SO2,μg/m3,28079004,23,4,12,1
SO2,μg/m3,28079004,23,4,13,1
SO2,μg/m3,28079004,23,4,14,1
SO2,μg/m3,28079004,23,4,15,1
SO2,μg/m3,28079004,23,4,16,1
SO2,μg/m3,28079004,23,4,17,1
SO2,μg/m3,28079004,23,4,18,1
SO2,μg/m3,28079004,23,4,19,1
SO2,μg/m3,28079004,23,4,20,2
SO2,μg/m3,28079004,23,4,21,1
SO2,μg/m3,28079004,23,4,22,1
SO2,μg/m3,28079004,23,4,23,1
SO2,μg/m3,28079004,23,4,24,1
SO2,μg/m3,28079004,23,4,25,1
SO2,μg/m3,28079004,23,4,26,1
SO2,μg/m3,28079004,23,4,27,2
SO2,μg/m3,28079004,23,4,28,1
SO2,μg/m3,28079004,23,4,29,1
SO2,μg/m3,28079004,23,4,30,1
SO2,μg/m3,28079004,23,5,1,1
SO2,μg/m3,28079004,23,5,2,1
SO2,μg/m3,28079004,23,5,3,1
SO2,μg/m3,28079004,23,5,4,1
SO2,μg/m3,28079004,23,5,5,1
SO2,μg/m3,28079004,23,5,6,1
SO2,μg/m3,28079004,23,5,7,1
SO2,μg/m3,28079004,23,5,8,1
SO2,μg/m3,28079004,23,5,9,1
SO2,μg/m3,28079004,23,5,10,1
SO2,μg/m3,28079004,23,5,11,1
SO2,μg/m3,28079004,23,5,12,1
SO2,μg/m3,28079004,23,5,13,1
SO2,μg/m3,28079004,23,5,14,1
SO2,μg/m3,28079004,23,5,15,1
SO2,μg/m3,28079004,23,5,16,1
SO2,μg/m3,28079004,23,5,17,1
SO2,μg/m3,28079004,23,5,18,1
SO2,μg/m3,28079004,23,5,19,1
SO2,μg/m3,28079004,23,5,20,1
SO2,μg/m3,28079004,23,5,21,1
SO2,μg/m3,28079004,23,5,22,1
SO2,μg/m3,28079004,23,5,23,1
SO2,μg/m3,28079004,23,5,24,1
SO2,μg/m3,28079004,23,5,25,1
SO2,μg/m3,28079004,23,5,26,1
SO2,μg/m3,28079004,23,5,27,1
SO2,μg/m3,28079004,23,5,28,1
SO2,μg/m3,28079004,23,5,29,1
SO2,μg/m3,28079004,23,5,30,1
SO2,μg/m3,28079004,23,5,31,1
SO2,μg/m3,28079004,23,6,1,1
SO2,μg/m3,28079004,23,6,2,1
SO2,μg/m3,28079004,23,6,3,1
SO2,μg/m3,28079004,23,6,4,1
SO2,μg/m3,28079004,23,6,5,1
SO2,μg/m3,28079004,23,6,6,1
SO2,μg/m3,28079004,23,6,7,1
SO2,μg/m3,28079004,23,6,8,1
SO2,μg/m3,28079004,23,6,9,1
SO2,μg/m3,28079004,23,6,10,1
SO2,μg/m3,28079004,23,6,11,1
SO2,μg/m3,28079004,23,6,12,1
SO2,μg/m3,28079004,23,6,13,1
SO2,μg/m3,28079004,23,6,14,1
SO2,μg/m3,28079004,23,6,15,1
SO2,μg/m3,28079004,23,6,16,1
SO2,μg/m3,28079004,23,6,17,1
SO2,μg/m3,28079004,23,6,18,1
SO2,μg/m3,28079004,23,6,19,1
SO2,μg/m3,28079004,23,6,20,1
SO2,μg/m3,28079004,23,6,21,1
SO2,μg/m3,28079004,23,6,22,1
SO2,μg/m3,28079004,23,6,23,1
SO2,μg/m3,28079004,23,6,24,1
SO2,μg/m3,28079004,23,6,25,1
SO2,μg/m3,28079004,23,6,26,1
SO2,μg/m3,28079004,23,6,27,1
SO2,μg/m3,28079004,23,6,28,1
SO2,μg/m3,28079004,23,6,29,1
SO2,μg/m3,28079004,23,6,30,1
SO2,μg/m3,28079004,23,7,1,1
SO2,μg/m3,28079004,23,7,2,1
SO2,μg/m3,28079004,23,7,3,1
SO2,μg/m3,28079004,23,7,4,1
SO2,μg/m3,28079004,23,7,5,1
SO2,μg/m3,28079004,23,7,6,1
SO2,μg/m3,28079004,23,7,7,1
SO2,μg/m3,28079004,23,7,8,1
SO2,μg/m3,28079004,23,7,9,1
SO2,μg/m3,28079004,23,7,10,1
SO2,μg/m3,28079004,23,7,11,1
SO2,μg/m3,28079004,23,7,12,1
SO2,μg/m3,28079004,23,7,13,1
SO2,μg/m3,28079004,23,7,14,1
SO2,μg/m3,28079004,23,7,15,1
SO2,μg/m3,28079004,23,7,16,1
SO2,μg/m3,28079004,23,7,17,1
SO2,μg/m3,28079004,23,7,18,1
SO2,μg/m3,28079004,23,7,19,1
SO2,μg/m3,28079004,23,7,20,1
SO2,μg/m3,28079004,23,7,21,1
SO2,μg/m3,28079004,23,7,22,1
SO2,μg/m3,28079004,23,7,23,1
SO2,μg/m3,28079004,23,7,24,1
SO2,μg/m3,28079004,23,7,25,1
SO2,μg/m3,28079004,23,7,26,1
SO2,μg/m3,28079004,23,7,27,1
SO2,μg/m3,28079004,23,7,28,1
SO2,μg/m3,28079004,23,7,29,1
SO2,μg/m3,28079004,23,7,30,1
SO2,μg/m3,28079004,23,7,31,1
SO2,μg/m3,28079004,23,8,1,1
SO2,μg/m3,28079004,23,8,2,1
SO2,μg/m3,28079004,23,8,3,1
SO2,μg/m3,28079004,23,8,4,1
SO2,μg/m3,28079004,23,8,5,1
SO2,μg/m3,28079004,23,8,6,1
SO2,μg/m3,28079004,23,8,7,1
SO2,μg/m3,28079004,23,8,8,1
SO2,μg/m3,28079004,23,8,9,1
SO2,μg/m3,28079004,23,8,10,1
SO2,μg/m3,28079004,23,8,11,1
SO2,μg/m3,28079004,23,8,12,1
SO2,μg/m3,28079004,23,8,13,1
SO2,μg/m3,28079004,23,8,14,1
SO2,μg/m3,28079004,23,8,15,1
SO2,μg/m3,28079004,23,8,16,1
SO2,μg/m3,28079004,23,8,17,1
SO2,μg/m3,28079004,23,8,18,1
SO2,μg/m3,28079004,23,8,19,1
SO2,μg/m3,28079004,23,8,20,1
SO2,μg/m3,28079004,23,8,21,1
SO2,μg/m3,28079004,23,8,22,1
SO2,μg/m3,28079004,23,8,23,1
SO2,μg/m3,28079004,23,8,24,1
SO2,μg/m3,28079004,23,8,25,1
SO2,μg/m3,28079004,23,8,26,1
SO2,μg/m3,28079004,23,8,27,1
SO2,μg/m3,28079004,23,8,28,1
SO2,μg/m3,28079004,23,8,29,1
SO2,μg/m3,28079004,23,8,30,1
SO2,μg/m3,28079004,23,8,31,1
SO2,μg/m3,28079004,23,9,1,1
SO2,μg/m3,28079004,23,9,2,1
SO2,μg/m3,28079004,23,9,3,1
SO2,μg/m3,28079004,23,9,4,1
SO2,μg/m3,28079004,23,9,5,1
SO2,μg/m3,28079004,23,9,6,1
SO2,μg/m3,28079004,23,9,7,1
SO2,μg/m3,28079004,23,9,8,1
SO2,μg/m3,28079004,23,9,9,1
SO2,μg/m3,28079004,23,9,10,1
SO2,μg/m3,28079004,23,9,11,1
SO2,μg/m3,28079004,23,9,12,1
SO2,μg/m3,28079004,23,9,13,1
SO2,μg/m3,28079004,23,9,14,1
SO2,μg/m3,28079004,23,9,15,1
SO2,μg/m3,28079004,23,9,16,1
SO2,μg/m3,28079004,23,9,17,1
SO2,μg/m3,28079004,23,9,18,1
SO2,μg/m3,28079004,23,9,19,1
SO2,μg/m3,28079004,23,9,20,1
SO2,μg/m3,28079004,23,9,21,1
SO2,μg/m3,28079004,23,9,22,1
SO2,μg/m3,28079004,23,9,23,1
SO2,μg/m3,28079004,23,9,24,1
SO2,μg/m3,28079004,23,9,25,1
SO2,μg/m3,28079004,23,9,26,1
SO2,μg/m3,28079004,23,9,27,1
SO2,μg/m3,28079004,23,9,28,1
SO2,μg/m3,28079004,23,9,29,1
SO2,μg/m3,28079004,23,9,30,1
SO2,μg/m3,28079004,23,10,1,1
SO2,μg/m3,28079004,23,10,2,1
SO2,μg/m3,28079004,23,10,3,1
SO2,μg/m3,28079004,23,10,4,1
SO2,μg/m3,28079004,23,10,5,2
SO2,μg/m3,28079004,23,10,6,2
SO2,μg/m3,28079004,23,10,7,2
SO2,μg/m3,28079004,23,10,8,2
SO2,μg/m3,28079004,23,10,9,2
SO2,μg/m3,28079004,23,10,10,2
SO2,μg/m3,28079004,23,10,11,2
SO2,μg/m3,28079004,23,10,12,2
SO2,μg/m3,28079004,23,10,13,2
SO2,μg/m3,28079004,23,10,14,1
SO2,μg/m3,28079004,23,10,15,1
SO2,μg/m3,28079004,23,10,16,1
SO2,μg/m3,28079004,23,10,17,1
SO2,μg/m3,28079004,23,10,21,1
SO2,μg/m3,28079004,23,10,22,1
SO2,μg/m3,28079004,23,10,23,1
SO2,μg/m3,28079004,23,10,24,1
SO2,μg/m3,28079004,23,10,25,1
SO2,μg/m3,28079004,23,10,26,1
SO2,μg/m3,28079004,23,10,27,1
SO2,μg/m3,28079004,23,10,28,1
SO2,μg/m3,28079004,23,10,29,1
SO2,μg/m3,28079004,23,10,30,1
SO2,μg/m3,28079004,23,10,31,2
SO2,μg/m3,28079004,23,11,1,2
SO2,μg/m3,28079004,23,11,2,1
SO2,μg/m3,28079004,23,11,3,1
SO2,μg/m3,28079004,23,11,4,1
SO2,μg/m3,28079004,23,11,5,1
SO2,μg/m3,28079004,23,11,6,2
SO2,μg/m3,28079004,23,11,7,1
SO2,μg/m3,28079004,23,11,8,2
SO2,μg/m3,28079004,23,11,9,2
SO2,μg/m3,28079004,23,11,10,2
SO2,μg/m3,28079004,23,11,11,2
SO2,μg/m3,28079004,23,11,12,2
SO2,μg/m3,28079004,23,11,13,2
SO2,μg/m3,28079004,23,11,14,3
SO2,μg/m3,28079004,23,11,15,3
SO2,μg/m3,28079004,23,11,16,3
SO2,μg/m3,28079004,23,11,17,3
SO2,μg/m3,28079004,23,11,18,3
SO2,μg/m3,28079004,23,11,19,3
SO2,μg/m3,28079004,23,11,20,3
SO2,μg/m3,28079004,23,11,21,3
SO2,μg/m3,28079004,23,11,22,2
SO2,μg/m3,28079004,23,11,23,3
SO2,μg/m3,28079004,23,11,24,4
SO2,μg/m3,28079004,23,11,25,4
SO2,μg/m3,28079004,23,11,26,3
SO2,μg/m3,28079004,23,11,27,3
SO2,μg/m3,28079004,23,11,28,2
SO2,μg/m3,28079004,23,11,29,2
SO2,μg/m3,28079004,23,11,30,2
SO2,μg/m3,28079004,23,12,1,2
SO2,μg/m3,28079004,23,12,2,2
SO2,μg/m3,28079004,23,12,3,1
SO2,μg/m3,28079004,23,12,4,1
SO2,μg/m3,28079004,23,12,5,2
SO2,μg/m3,28079004,23,12,6,2
SO2,μg/m3,28079004,23,12,7,2
SO2,μg/m3,28079004,23,12,8,2
SO2,μg/m3,28079004,23,12,9,1
SO2,μg/m3,28079004,23,12,10,2
SO2,μg/m3,28079004,23,12,11,2
SO2,μg/m3,28079004,23,12,12,3
SO2,μg/m3,28079004,23,12,13,2
SO2,μg/m3,28079004,23,12,14,2
SO2,μg/m3,28079004,23,12,15,2
SO2,μg/m3,28079004,23,12,16,3
SO2,μg/m3,28079004,23,12,17,3
SO2,μg/m3,28079004,23,12,18,4
SO2,μg/m3,28079004,23,12,19,5
SO2,μg/m3,28079004,23,12,20,3
SO2,μg/m3,28079004,23,12,21,6
SO2,μg/m3,28079004,23,12,22,6
SO2,μg/m3,28079004,23,12,23,5
SO2,μg/m3,28079004,23,12,24,4
SO2,μg/m3,28079004,23,12,25,4
SO2,μg/m3,28079004,23,12,26,6
SO2,μg/m3,28079004,23,12,27,6
SO2,μg/m3,28079004,23,12,28,6
SO2,μg/m3,28079004,23,12,29,5
SO2,μg/m3,28079004,23,12,30,4
SO2,μg/m3,28079004,23,12,31,2
CO,mg/m3,28079004,23,1,1,0.4
CO,mg/m3,28079004,23,1,2,0.3
CO,mg/m3,28079004,23,1,3,0.4
CO,mg/m3,28079004,23,1,4,0.4
CO,mg/m3,28079004,23,1,5,0.5
CO,mg/m3,28079004,23,1,6,0.5
CO,mg/m3,28079004,23,1,7,0.4
CO,mg/m3,28079004,23,1,8,0.2
CO,mg/m3,28079004,23,1,9,0.2
CO,mg/m3,28079004,23,1,10,0.3
CO,mg/m3,28079004,23,1,11,0.3
CO,mg/m3,28079004,23,1,12,0.5
CO,mg/m3,28079004,23,1,13,0.5
CO,mg/m3,28079004,23,1,14,0.6
CO,mg/m3,28079004,23,1,15,0.3
CO,mg/m3,28079004,23,1,16,0.3
CO,mg/m3,28079004,23,1,17,0.2
CO,mg/m3,28079004,23,1,18,0.3
CO,mg/m3,28079004,23,1,19,0.3
CO,mg/m3,28079004,23,1,20,0.3
CO,mg/m3,28079004,23,1,21,0.3
CO,mg/m3,28079004,23,1,22,0.3
CO,mg/m3,28079004,23,1,23,0.5
CO,mg/m3,28079004,23,1,24,0.4
CO,mg/m3,28079004,23,1,25,0.4
CO,mg/m3,28079004,23,1,26,0.5
CO,mg/m3,28079004,23,1,27,0.4
CO,mg/m3,28079004,23,1,28,0.4
CO,mg/m3,28079004,23,1,29,0.4
CO,mg/m3,28079004,23,1,30,0.5
CO,mg/m3,28079004,23,1,31,0.7
CO,mg/m3,28079004,23,2,1,0.5
CO,mg/m3,28079004,23,2,2,0.6
CO,mg/m3,28079004,23,2,3,0.8
CO,mg/m3,28079004,23,2,4,0.7
CO,mg/m3,28079004,23,2,5,0.5
CO,mg/m3,28079004,23,2,6,0.4
CO,mg/m3,28079004,23,2,7,0.4
CO,mg/m3,28079004,23,2,8,0.4
CO,mg/m3,28079004,23,2,9,0.4
CO,mg/m3,28079004,23,2,10,0.4
CO,mg/m3,28079004,23,2,11,0.4
CO,mg/m3,28079004,23,2,12,0.4
CO,mg/m3,28079004,23,2,13,0.4
CO,mg/m3,28079004,23,2,14,0.4
CO,mg/m3,28079004,23,2,15,0.4
CO,mg/m3,28079004,23,2,16,0.5
CO,mg/m3,28079004,23,2,17,0.5
CO,mg/m3,28079004,23,2,18,0.4
CO,mg/m3,28079004,23,2,19,0.4
CO,mg/m3,28079004,23,2,20,0.4
CO,mg/m3,28079004,23,2,21,0.4
CO,mg/m3,28079004,23,2,22,0.4
CO,mg/m3,28079004,23,2,24,0.4
CO,mg/m3,28079004,23,2,25,0.4
CO,mg/m3,28079004,23,2,26,0.4
CO,mg/m3,28079004,23,2,27,0.3
CO,mg/m3,28079004,23,2,28,0.4
CO,mg/m3,28079004,23,3,1,0.4
CO,mg/m3,28079004,23,3,2,0.5
CO,mg/m3,28079004,23,3,3,0.5
CO,mg/m3,28079004,23,3,4,0.4
CO,mg/m3,28079004,23,3,5,0.5
CO,mg/m3,28079004,23,3,6,0.3
CO,mg/m3,28079004,23,3,7,0.2
CO,mg/m3,28079004,23,3,8,0.2
CO,mg/m3,28079004,23,3,9,0.3
CO,mg/m3,28079004,23,3,10,0.3
CO,mg/m3,28079004,23,3,11,0.3
CO,mg/m3,28079004,23,3,12,0.4
CO,mg/m3,28079004,23,3,13,0.3
CO,mg/m3,28079004,23,3,14,0.3
CO,mg/m3,28079004,23,3,15,0.4
CO,mg/m3,28079004,23,3,16,0.5
CO,mg/m3,28079004,23,3,17,0.3
CO,mg/m3,28079004,23,3,18,0.3
CO,mg/m3,28079004,23,3,19,0.4
CO,mg/m3,28079004,23,3,20,0.3
CO,mg/m3,28079004,23,3,21,0.4
CO,mg/m3,28079004,23,3,22,0.4
CO,mg/m3,28079004,23,3,23,0.4
CO,mg/m3,28079004,23,3,24,0.3
CO,mg/m3,28079004,23,3,25,0.3
CO,mg/m3,28079004,23,3,26,0.3
CO,mg/m3,28079004,23,3,27,0.4
CO,mg/m3,28079004,23,3,28,0.4
CO,mg/m3,28079004,23,3,29,0.4
CO,mg/m3,28079004,23,3,30,0.3
CO,mg/m3,28079004,23,3,31,0.3
CO,mg/m3,28079004,23,4,1,0.3
CO,mg/m3,28079004,23,4,2,0.3
CO,mg/m3,28079004,23,4,3,0.3
CO,mg/m3,28079004,23,4,4,0.3
CO,mg/m3,28079004,23,4,5,0.4
CO,mg/m3,28079004,23,4,6,0.4
CO,mg/m3,28079004,23,4,7,0.3
CO,mg/m3,28079004,23,4,8,0.3
CO,mg/m3,28079004,23,4,9,0.3
CO,mg/m3,28079004,23,4,10,0.3
CO,mg/m3,28079004,23,4,11,0.3
CO,mg/m3,28079004,23,4,12,0.2
CO,mg/m3,28079004,23,4,13,0.3
CO,mg/m3,28079004,23,4,14,0.3
CO,mg/m3,28079004,23,4,15,0.2
CO,mg/m3,28079004,23,4,16,0.2
CO,mg/m3,28079004,23,4,17,0.2
CO,mg/m3,28079004,23,4,18,0.3
CO,mg/m3,28079004,23,4,19,0.2
CO,mg/m3,28079004,23,4,20,0.3
CO,mg/m3,28079004,23,4,21,0.3
CO,mg/m3,28079004,23,4,22,0.2
CO,mg/m3,28079004,23,4,23,0.2
CO,mg/m3,28079004,23,4,24,0.2
CO,mg/m3,28079004,23,4,25,0.2
CO,mg/m3,28079004,23,4,26,0.2
CO,mg/m3,28079004,23,4,27,0.3
CO,mg/m3,28079004,23,4,28,0.3
CO,mg/m3,28079004,23,4,29,0.2
CO,mg/m3,28079004,23,4,30,0.1
CO,mg/m3,28079004,23,5,1,0.1
CO,mg/m3,28079004,23,5,2,0.2
CO,mg/m3,28079004,23,5,3,0.3
CO,mg/m3,28079004,23,5,4,0.2
CO,mg/m3,28079004,23,5,5,0.3
CO,mg/m3,28079004,23,5,6,0.3
CO,mg/m3,28079004,23,5,7,0.3
CO,mg/m3,28079004,23,5,8,0.3
CO,mg/m3,28079004,23,5,9,0.3
CO,mg/m3,28079004,23,5,10,0.2
CO,mg/m3,28079004,23,5,11,0.3
CO,mg/m3,28079004,23,5,12,0.3
CO,mg/m3,28079004,23,5,13,0.3
CO,mg/m3,28079004,23,5,14,0.3
CO,mg/m3,28079004,23,5,15,0.3
CO,mg/m3,28079004,23,5,16,0.3
CO,mg/m3,28079004,23,5,17,0.3
CO,mg/m3,28079004,23,5,18,0.3
CO,mg/m3,28079004,23,5,19,0.3
CO,mg/m3,28079004,23,5,20,0.3
CO,mg/m3,28079004,23,5,21,0.3
CO,mg/m3,28079004,23,5,22,0.3
CO,mg/m3,28079004,23,5,23,0.3
CO,mg/m3,28079004,23,5,24,0.3
CO,mg/m3,28079004,23,5,25,0.3
CO,mg/m3,28079004,23,5,26,0.3
CO,mg/m3,28079004,23,5,27,0.3
CO,mg/m3,28079004,23,5,28,0.3
CO,mg/m3,28079004,23,5,29,0.3
CO,mg/m3,28079004,23,5,30,0.3
CO,mg/m3,28079004,23,5,31,0.3
CO,mg/m3,28079004,23,6,1,0.3
CO,mg/m3,28079004,23,6,2,0.3
CO,mg/m3,28079004,23,6,3,0.3
CO,mg/m3,28079004,23,6,4,0.2
CO,mg/m3,28079004,23,6,5,0.3
CO,mg/m3,28079004,23,6,6,0.2
CO,mg/m3,28079004,23,6,7,0.3
CO,mg/m3,28079004,23,6,8,0.2
CO,mg/m3,28079004,23,6,9,0.2
CO,mg/m3,28079004,23,6,10,0.2
CO,mg/m3,28079004,23,6,11,0.2
CO,mg/m3,28079004,23,6,12,0.2
CO,mg/m3,28079004,23,6,13,0.2
CO,mg/m3,28079004,23,6,14,0.3
CO,mg/m3,28079004,23,6,15,0.3
CO,mg/m3,28079004,23,6,16,0.3
CO,mg/m3,28079004,23,6,17,0.3
CO,mg/m3,28079004,23,6,18,0.2
CO,mg/m3,28079004,23,6,19,0.3
CO,mg/m3,28079004,23,6,20,0.3
CO,mg/m3,28079004,23,6,21,0.3
CO,mg/m3,28079004,23,6,22,0.3
CO,mg/m3,28079004,23,6,23,0.3
CO,mg/m3,28079004,23,6,24,0.3
CO,mg/m3,28079004,23,6,25,0.3
CO,mg/m3,28079004,23,6,26,0.3
CO,mg/m3,28079004,23,6,27,0.3
CO,mg/m3,28079004,23,6,28,0.4
CO,mg/m3,28079004,23,6,29,0.4
CO,mg/m3,28079004,23,6,30,0.3
CO,mg/m3,28079004,23,7,1,0.3
CO,mg/m3,28079004,23,7,2,0.3
CO,mg/m3,28079004,23,7,3,0.2
CO,mg/m3,28079004,23,7,4,0.3
CO,mg/m3,28079004,23,7,5,0.3
CO,mg/m3,28079004,23,7,6,0.3
CO,mg/m3,28079004,23,7,7,0.3
CO,mg/m3,28079004,23,7,8,0.2
CO,mg/m3,28079004,23,7,9,0.3
CO,mg/m3,28079004,23,7,10,0.4
CO,mg/m3,28079004,23,7,11,0.3
CO,mg/m3,28079004,23,7,12,0.3
CO,mg/m3,28079004,23,7,13,0.3
CO,mg/m3,28079004,23,7,14,0.3
CO,mg/m3,28079004,23,7,15,0.2
CO,mg/m3,28079004,23,7,16,0.3
CO,mg/m3,28079004,23,7,17,0.4
CO,mg/m3,28079004,23,7,18,0.3
CO,mg/m3,28079004,23,7,19,0.2
CO,mg/m3,28079004,23,7,20,0.3
CO,mg/m3,28079004,23,7,21,0.3
CO,mg/m3,28079004,23,7,22,0.3
CO,mg/m3,28079004,23,7,23,0.4
CO,mg/m3,28079004,23,7,24,0.3
CO,mg/m3,28079004,23,7,25,0.4
CO,mg/m3,28079004,23,7,26,0.4
CO,mg/m3,28079004,23,7,27,0.4
CO,mg/m3,28079004,23,7,28,0.3
CO,mg/m3,28079004,23,7,29,0.3
CO,mg/m3,28079004,23,7,30,0.3
CO,mg/m3,28079004,23,7,31,0.3
CO,mg/m3,28079004,23,8,1,0.3
CO,mg/m3,28079004,23,8,2,0.3
CO,mg/m3,28079004,23,8,3,0.2
CO,mg/m3,28079004,23,8,4,0.3
CO,mg/m3,28079004,23,8,5,0.3
CO,mg/m3,28079004,23,8,6,0.3
CO,mg/m3,28079004,23,8,7,0.3
CO,mg/m3,28079004,23,8,8,0.3
CO,mg/m3,28079004,23,8,9,0.3
CO,mg/m3,28079004,23,8,10,0.3
CO,mg/m3,28079004,23,8,11,0.3
CO,mg/m3,28079004,23,8,12,0.3
CO,mg/m3,28079004,23,8,13,0.3
CO,mg/m3,28079004,23,8,14,0.3
CO,mg/m3,28079004,23,8,15,0.3
CO,mg/m3,28079004,23,8,16,0.4
CO,mg/m3,28079004,23,8,17,0.4
CO,mg/m3,28079004,23,8,18,0.3
CO,mg/m3,28079004,23,8,19,0.3
CO,mg/m3,28079004,23,8,20,0.3
CO,mg/m3,28079004,23,8,21,0.3
CO,mg/m3,28079004,23,8,22,0.3
CO,mg/m3,28079004,23,8,23,0.3
CO,mg/m3,28079004,23,8,24,0.3
CO,mg/m3,28079004,23,8,25,0.3
CO,mg/m3,28079004,23,8,26,0.3
CO,mg/m3,28079004,23,8,27,0.3
CO,mg/m3,28079004,23,8,28,0.3
CO,mg/m3,28079004,23,8,29,0.3
CO,mg/m3,28079004,23,8,30,0.3
CO,mg/m3,28079004,23,8,31,0.4
CO,mg/m3,28079004,23,9,1,0.4
CO,mg/m3,28079004,23,9,2,0.4
CO,mg/m3,28079004,23,9,3,0.3
CO,mg/m3,28079004,23,9,4,0.3
CO,mg/m3,28079004,23,9,5,0.4
CO,mg/m3,28079004,23,9,6,0.4
CO,mg/m3,28079004,23,9,7,0.3
CO,mg/m3,28079004,23,9,8,0.3
CO,mg/m3,28079004,23,9,9,0.3
CO,mg/m3,28079004,23,9,10,0.3
CO,mg/m3,28079004,23,9,11,0.3
CO,mg/m3,28079004,23,9,12,0.4
CO,mg/m3,28079004,23,9,13,0.3
CO,mg/m3,28079004,23,9,14,0.3
CO,mg/m3,28079004,23,9,15,0.2
CO,mg/m3,28079004,23,9,16,0.3
CO,mg/m3,28079004,23,9,17,0.3
CO,mg/m3,28079004,23,9,18,0.3
CO,mg/m3,28079004,23,9,19,0.4
CO,mg/m3,28079004,23,9,20,0.3
